Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerid
Dansby Swanson,ATL,38,128,144,29,17,7,1,4,19,16,14,0,52,1,1,0,3,4,0,0.227,18314
Chas McCormick,HOU,32,106,116,24,13,6,1,4,14,11,9,0,25,0,1,0,1,1,2,0.226,19599
Christian Vazquez,BOS,27,84,93,19,14,4,0,1,7,10,5,0,21,2,2,0,0,0,1,0.226,9774
Adam Engel,CHW,33,84,91,19,12,6,0,1,11,4,6,0,22,1,0,0,1,5,1,0.226,15082
Aledmys Diaz,HOU,26,84,90,19,16,1,0,2,7,10,5,0,16,1,0,0,2,0,0,0.226,15937
Marwin Gonzalez,NYY,17,31,34,7,4,3,0,0,5,3,2,0,11,0,1,0,1,0,0,0.226,5497
Randy Arozarena,TBR,37,142,152,32,19,10,1,2,16,12,8,0,41,1,1,0,5,6,3,0.225,19290
Raimel Tapia,TOR,33,111,119,25,21,3,0,1,13,9,5,0,24,0,1,1,4,3,1,0.225,14350
Stephen Piscotty,OAK,14,40,47,9,7,1,0,1,4,3,6,1,12,1,0,0,0,2,0,0.225,13367
Bobby Witt Jr.,KCR,36,138,146,31,16,9,2,4,18,15,6,0,38,2,0,0,3,5,2,0.225,25764
Jace Peterson,MIL,30,76,87,17,11,3,0,3,16,9,11,0,22,0,0,0,1,6,0,0.224,12325
Alex Bregman,HOU,38,130,159,29,15,9,0,5,20,22,24,0,24,2,3,0,2,0,0,0.223,17678
Brandon Crawford,SFG,35,126,143,28,19,5,1,3,20,15,13,1,29,4,0,0,6,1,1,0.222,5343
Charlie Blackmon,COL,32,126,141,28,15,7,0,6,19,17,11,0,22,0,0,4,1,1,1,0.222,7859
Joc Pederson,SFG,29,90,100,20,11,2,0,7,13,14,7,0,22,1,2,0,3,1,2,0.222,11899
Luke Maile,CLE,7,18,20,4,0,4,0,0,3,2,2,0,5,0,0,0,0,0,0,0.222,13355
Eloy Jimenez,CHW,11,36,39,8,6,1,0,1,2,7,2,0,10,0,1,0,0,0,0,0.222,17484
Tyler Nevin,BAL,17,54,62,12,11,0,0,1,7,7,5,0,14,2,1,0,3,0,0,0.222,17893
Kyle Garlick,MIN,16,27,32,6,3,0,0,3,6,6,5,0,7,0,0,0,1,0,0,0.222,18063
Alfonso Rivas,CHC,23,54,64,12,8,2,0,2,7,10,10,1,20,0,0,0,1,0,0,0.222,21560
Jesse Winker,SEA,39,140,163,31,22,7,0,2,13,14,21,1,21,0,2,0,4,0,0,0.221,13590
Jesus Sanchez,MIA,34,122,132,27,18,3,2,4,17,13,8,0,39,2,0,0,4,0,0,0.221,19913
Ha-seong Kim,SDP,32,104,121,23,12,6,1,4,18,17,14,0,25,2,1,0,1,1,1,0.221,27506
A.J. Pollock,CHW,24,86,93,19,13,5,0,1,8,9,5,0,20,0,2,0,2,1,0,0.221,9256
Alex Verdugo,BOS,36,136,148,30,21,6,0,3,13,16,8,2,16,0,4,0,5,0,1,0.221,17027
Jack Mayfield,LAA,20,59,63,13,10,1,1,1,7,6,3,0,13,1,0,0,1,1,0,0.22,15402
Pavin Smith,ARI,37,118,133,26,18,5,0,3,8,15,13,0,41,1,1,0,0,1,0,0.22,19892
Edmundo Sosa,STL,16,41,44,9,9,0,0,0,5,1,0,0,14,3,0,0,2,1,1,0.22,17022
Eli White,TEX,28,55,64,12,9,2,0,1,11,5,9,0,22,0,0,0,0,8,0,0.218,19346
Marcell Ozuna,ATL,38,147,159,32,20,5,0,7,15,17,9,0,33,1,2,0,5,2,0,0.218,10324
Danny Mendick,CHW,11,23,26,5,2,2,0,1,4,3,2,0,9,0,0,1,1,0,0,0.217,18889
Kyle Farmer,CIN,34,120,133,26,16,9,0,1,12,17,7,0,21,4,2,0,6,2,1,0.217,14813
Eugenio Suarez,SEA,38,139,159,30,14,8,1,7,21,19,18,0,49,2,0,0,5,0,0,0.216,12552
Jo Adell,LAA,19,65,66,14,8,3,0,3,4,8,1,0,24,0,0,0,2,1,1,0.215,20220
Jacob Stallings,MIA,34,93,102,20,17,2,0,1,11,13,7,0,23,1,1,0,3,0,1,0.215,13723
Miguel Rojas,MIA,32,112,118,24,17,4,1,2,12,7,5,1,13,1,0,0,3,1,1,0.214,7802
Elias Diaz,COL,29,98,106,21,13,6,0,2,10,7,7,0,22,0,1,0,4,0,0,0.214,11680
Tyrone Taylor,MIL,25,84,90,18,11,5,1,1,5,8,4,0,21,2,0,0,1,1,1,0.214,13675
Franchy Cordero,BOS,15,42,49,9,5,4,0,0,8,3,6,0,10,0,1,0,0,0,0,0.214,14567
Hoy Park,PIT,5,14,15,3,2,1,0,0,2,2,1,0,7,0,0,0,0,0,0,0.214,18027
Bryan Reynolds,PIT,34,126,144,27,19,3,1,4,12,6,17,0,34,1,0,0,4,1,1,0.214,19326
Keston Hiura,MIL,16,42,47,9,6,0,0,3,6,7,5,0,21,0,0,0,0,1,0,0.214,20003
Tony Kemp,OAK,38,131,151,28,23,4,0,1,12,6,13,0,20,3,3,1,2,3,1,0.214,14894
Avisail Garcia,MIA,33,127,132,27,21,3,0,3,10,9,3,0,37,2,0,0,3,3,0,0.213,5760
David Peralta,ARI,36,113,130,24,13,6,0,5,8,14,15,2,27,0,2,0,2,0,2,0.212,2136
Brandon Lowe,TBR,32,118,133,25,13,5,2,5,20,12,12,0,34,2,1,0,1,1,0,0.212,18882
Colin Moran,CIN,29,85,99,18,12,2,0,4,8,21,11,0,22,0,3,0,3,0,0,0.212,16909
Brad Miller,TEX,32,90,97,19,12,1,0,6,9,18,6,0,24,0,1,0,1,4,0,0.211,12775
Tyler Heineman,- - -,11,19,20,4,2,2,0,0,2,1,0,0,5,0,0,1,1,0,0,0.211,13897
Adolis Garcia,TEX,36,138,151,29,15,6,2,6,23,24,9,1,45,2,2,0,1,4,1,0.21,19287
Oscar Mercado,CLE,29,81,85,17,8,4,1,4,9,15,2,0,21,1,1,0,4,1,2,0.21,16375
Seth Beer,ARI,27,81,93,17,13,3,0,1,4,9,8,1,24,3,1,0,3,0,0,0.21,20493
Nick Solak,TEX,26,67,75,14,11,1,0,2,11,3,5,0,17,3,0,0,1,3,1,0.209,19294
Kevin Smith,OAK,30,91,97,19,10,6,1,2,6,11,3,0,26,0,0,3,4,2,0,0.209,20242
Jason Heyward,CHC,27,72,80,15,12,2,1,0,9,4,7,0,22,1,0,0,3,1,0,0.208,4940
Alcides Escobar,WSN,28,96,103,20,16,3,1,0,9,7,5,0,25,2,0,0,1,1,1,0.208,6310
Austin Nola,SDP,29,101,115,21,17,3,0,1,12,12,6,0,20,4,4,0,1,1,1,0.208,15941
Willy Adames,MIL,35,130,148,27,12,6,0,9,23,24,17,0,42,1,0,0,4,1,1,0.208,15986
Jose Abreu,CHW,36,135,154,28,18,7,0,3,16,14,17,0,26,1,1,0,4,0,0,0.207,15676
Rafael Ortega,CHC,32,82,96,17,10,6,0,1,10,5,12,0,21,0,1,1,1,2,4,0.207,10323
Robbie Grossman,DET,34,116,140,24,20,4,0,0,10,10,19,0,42,3,2,0,2,1,0,0.207,5254
Tomas Nido,NYM,22,58,63,12,10,2,0,0,2,5,2,0,24,0,1,2,2,0,0,0.207,13755
Ryan Jeffers,MIN,27,87,97,18,10,5,0,3,11,11,10,0,29,0,0,0,1,0,0,0.207,24618
Salvador Perez,KCR,34,136,142,28,14,8,0,6,13,16,4,1,38,2,0,0,5,0,0,0.206,7304
Christian Walker,ARI,39,136,153,28,12,7,0,9,18,18,16,0,32,1,0,0,0,0,2,0.206,13419
Jose Azocar,SDP,26,34,39,7,6,1,0,0,1,3,4,0,14,0,1,0,0,2,3,0.206,18821
Jake Cronenworth,SDP,37,141,165,29,19,6,2,2,18,15,18,1,35,2,2,0,1,0,0,0.206,18036
Patrick Wisdom,CHC,34,117,128,24,10,8,0,6,18,17,9,0,53,1,1,0,3,0,1,0.205,13602
Jeimer Candelario,DET,36,132,141,27,17,6,1,3,14,12,8,0,31,1,0,0,5,0,0,0.205,13621
Victor Caratini,MIL,15,44,52,9,7,1,0,1,3,4,6,0,11,1,1,0,2,0,0,0.205,14968
Cody Bellinger,LAD,36,132,145,27,11,9,2,5,17,14,12,0,46,1,0,0,2,4,1,0.205,15998
Eduardo Escobar,NYM,37,137,158,28,15,9,2,2,16,9,20,0,39,0,1,0,1,0,0,0.204,6153
Gavin Sheets,CHW,29,98,105,20,13,3,0,4,7,10,6,0,24,1,0,0,4,0,0,0.204,19901
Rougned Odor,BAL,33,103,110,21,12,7,1,1,10,10,4,0,29,2,1,0,2,0,0,0.204,12282
Robinson Cano,- - -,15,54,56,11,10,0,0,1,4,4,2,0,14,0,0,0,0,0,0,0.204,3269
Jose Trevino,NYY,24,54,58,11,8,2,0,1,8,6,4,0,6,0,0,0,1,1,0,0.204,16725
Javier Baez,DET,29,113,119,23,15,6,0,2,8,11,5,0,30,1,0,0,4,0,0,0.204,12979
Franmil Reyes,CLE,31,118,129,24,20,1,0,3,9,12,9,0,52,1,1,0,6,0,0,0.203,14566
Justin Turner,LAD,35,128,141,26,13,9,0,4,16,28,10,0,25,0,3,0,6,0,0,0.203,5235
Dominic Smith,NYM,32,69,79,14,10,4,0,0,5,11,6,0,21,3,1,0,0,0,0,0.203,15653
Nick Madrigal,CHC,23,79,84,16,13,3,0,0,5,2,4,0,14,1,0,0,4,1,0,0.203,20521
Geraldo Perdomo,ARI,32,84,103,17,14,2,1,0,13,4,16,0,26,2,0,1,1,1,1,0.202,22799
Lane Thomas,WSN,32,89,98,18,14,3,0,1,5,12,6,0,29,1,2,0,0,1,0,0.202,16939
Max Stassi,LAA,19,65,73,13,9,1,0,3,12,8,8,0,25,0,0,0,1,0,0,0.2,10059
Andrelton Simmons,CHC,4,10,11,2,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.2,10847
Kevin Kiermaier,TBR,32,90,96,18,10,4,0,4,13,10,5,0,27,1,0,0,1,3,0,0.2,11038
Erik Gonzalez,MIA,7,20,24,4,4,0,0,0,3,3,3,0,6,0,0,1,1,0,0,0.2,13369
Mitch Haniger,SEA,9,35,36,7,3,1,0,3,3,7,1,0,9,0,0,0,2,0,0,0.2,14274
Kevin Padlo,SFG,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,16593
Derek Hill,DET,18,50,56,10,8,2,0,0,5,2,2,0,16,0,1,3,0,1,0,0.2,16947
Yoan Moncada,CHW,9,40,43,8,6,0,0,2,4,4,2,0,12,1,0,0,0,0,0,0.2,17232
Zack Collins,TOR,19,60,66,12,6,3,0,3,5,9,5,0,27,1,0,0,0,0,0,0.2,19181
Rene Pinto,TBR,5,15,15,3,2,0,0,1,1,2,0,0,6,0,0,0,1,0,0,0.2,19859
Adam Haseley,CHW,5,10,12,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.2,19878
William Contreras,ATL,9,30,34,6,2,0,0,4,7,7,4,0,9,0,0,0,1,1,0,0.2,20503
Nick Allen,OAK,9,20,23,4,2,2,0,0,2,0,2,0,6,1,0,0,0,1,0,0.2,22277
Vinny Capra,TOR,6,5,7,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0.2,25040
Adam Duvall,ATL,37,131,144,26,18,6,0,2,15,15,9,0,47,2,2,0,0,0,0,0.198,10950
Leury Garcia,CHW,29,96,100,19,14,3,0,2,8,9,2,0,22,0,1,1,0,1,0,0.198,5913
Mitch Garver,TEX,23,81,93,16,11,2,0,3,7,8,11,0,21,0,1,0,3,0,1,0.198,15161
Whit Merrifield,KCR,37,152,164,30,23,5,0,2,14,16,8,0,22,0,4,0,4,6,0,0.197,11281
Brett Phillips,TBR,27,71,79,14,9,1,0,4,8,9,5,0,31,1,1,1,0,4,0,0.197,14735
Luis Torrens,SEA,20,61,68,12,11,1,0,0,4,4,6,0,24,0,1,0,2,0,0,0.197,15905
James McCann,NYM,21,56,64,11,8,2,0,1,5,6,2,0,11,4,2,0,3,1,0,0.196,12859
Ramon Urias,BAL,32,112,122,22,15,5,0,2,8,9,8,0,33,0,2,0,1,0,0,0.196,18795
Christian Arroyo,BOS,20,51,56,10,8,1,0,1,5,4,2,0,10,1,1,1,1,1,0,0.196,16434
Ernie Clement,CLE,22,51,58,10,7,3,0,0,7,3,4,0,8,2,0,1,1,0,0,0.196,20352
Aaron Hicks,NYY,34,97,119,19,17,1,0,1,12,7,20,1,27,0,1,1,2,5,2,0.196,5297
Jorge Soler,MIA,35,133,151,26,14,5,0,7,13,18,16,1,40,1,0,0,3,0,2,0.195,14221
Tyler O'Neill,STL,32,118,133,23,16,4,1,2,14,20,11,0,42,0,4,0,6,3,1,0.195,15711
Steven Duggar,SFG,12,36,39,7,4,3,0,0,2,4,2,0,16,0,1,0,0,4,0,0.194,17719
Riley Adams,WSN,12,36,39,7,5,0,0,2,4,3,2,0,12,1,0,0,0,0,0,0.194,19864
Jackie Bradley Jr.,BOS,35,109,121,21,12,9,0,0,5,11,10,0,28,0,0,2,0,1,2,0.193,12984
Jurickson Profar,SDP,37,130,154,25,11,8,1,5,21,17,22,0,25,1,1,0,2,2,0,0.192,10815
Nick Senzel,CIN,17,52,57,10,6,3,0,1,4,3,2,0,8,0,0,0,2,0,1,0.192,19293
Andy Ibanez,TEX,31,94,101,18,15,2,0,1,10,5,7,0,17,0,0,0,0,3,0,0.191,18819
Cooper Hummel,ARI,32,84,99,16,9,3,2,2,9,8,15,0,30,0,0,0,1,2,0,0.19,19458
Rodolfo Castro,PIT,7,21,23,4,4,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0.19,21987
Kyle Schwarber,PHI,36,132,153,25,12,4,0,9,21,21,18,1,49,2,1,0,6,2,0,0.189,16478
Sean Murphy,OAK,37,132,149,25,10,10,1,4,17,20,12,0,39,3,2,0,5,0,0,0.189,19352
Sergio Alcantara,- - -,25,53,57,10,6,2,1,1,7,7,1,0,13,0,1,2,3,0,0,0.189,16417
Andrew Velazquez,LAA,32,96,107,18,12,5,0,1,13,7,8,0,31,1,1,1,3,6,0,0.188,14196
Josh Lowe,TBR,19,64,71,12,6,3,2,1,9,6,6,1,27,0,0,1,1,1,0,0.188,19953
Jack Suwinski,PIT,20,64,69,12,7,2,0,3,8,6,4,0,18,1,0,0,2,0,0,0.188,22244
Teoscar Hernandez,TOR,16,59,63,11,7,2,0,2,5,7,2,0,19,2,0,0,1,1,0,0.186,13066
Seth Brown,OAK,37,113,125,21,10,6,2,3,11,19,10,1,33,1,1,0,1,2,0,0.186,18171
Corey Dickerson,STL,27,65,71,12,10,2,0,0,6,7,4,1,13,1,1,0,0,0,0,0.185,10762
Matt Chapman,TOR,38,130,147,24,13,5,0,6,14,16,15,0,38,1,1,0,2,0,0,0.185,16505
Yasmani Grandal,CHW,34,114,133,21,17,2,0,2,5,8,18,1,23,0,1,0,3,1,0,0.184,11368
Nelson Cruz,WSN,35,132,150,24,19,1,0,4,17,20,16,1,30,0,1,0,4,0,0,0.182,2434
Lorenzo Cain,MIL,26,88,97,16,13,3,0,0,13,4,6,0,23,2,1,0,3,1,2,0.182,9077
Dylan Moore,SEA,20,33,42,6,3,0,1,2,5,7,7,0,10,1,0,1,0,3,1,0.182,18042
CJ Abrams,SDP,20,55,65,10,7,2,0,1,9,4,4,0,14,3,1,2,3,1,1,0.182,25768
Josh Harrison,CHW,26,78,87,14,7,6,1,0,12,2,3,0,13,5,0,1,4,0,0,0.179,8202
Kurt Suzuki,LAA,12,39,44,7,5,1,0,1,5,4,5,0,10,0,0,0,2,0,0,0.179,8259
Jordan Luplow,ARI,22,56,61,10,4,1,0,5,9,10,5,0,20,0,0,0,1,3,1,0.179,16424
Garrett Hampson,COL,12,28,35,5,3,1,0,1,6,4,6,0,11,0,0,1,2,1,1,0.179,19262
Aramis Garcia,CIN,18,45,47,8,6,1,0,1,4,1,2,0,16,0,0,0,1,0,0,0.178,16925
J.D. Davis,NYM,24,62,74,11,7,2,1,1,7,6,9,0,21,2,1,0,4,1,0,0.177,16219
Enrique Hernandez,BOS,35,141,159,25,14,10,0,1,18,16,13,0,28,2,3,0,4,0,1,0.177,10472
Joey Gallo,NYY,35,102,119,18,12,1,0,5,11,7,17,0,45,0,0,0,0,0,0,0.176,14128
Marcus Semien,TEX,36,143,157,25,17,8,0,0,13,8,11,0,27,1,2,0,2,3,1,0.175,12533
Cole Tucker,PIT,18,63,63,11,9,1,1,0,3,2,0,0,25,0,0,0,1,1,0,0.175,17326
Evan Longoria,SFG,7,23,23,4,3,1,0,0,1,2,0,0,8,0,0,0,0,0,0,0.174,9368
Luke Voit,SDP,20,69,84,12,8,2,0,2,10,7,13,0,30,1,1,0,3,1,0,0.174,14811
Ramon Laureano,OAK,13,46,53,8,4,4,0,0,7,1,6,0,10,1,0,0,2,2,1,0.174,17128
Joey Bart,SFG,23,69,84,12,7,1,0,4,11,7,12,0,37,3,0,0,1,1,0,0.174,21524
Spencer Torkelson,DET,34,104,121,18,12,2,0,4,8,10,15,0,37,2,0,0,3,0,0,0.173,27465
Alex Kirilloff,MIN,10,29,32,5,5,0,0,0,2,0,1,0,12,1,0,0,0,0,0,0.172,20325
Abraham Toro,SEA,36,117,129,20,10,5,0,5,15,11,9,1,16,1,2,0,1,0,0,0.171,19844
Matt Vierling,PHI,23,47,54,8,6,2,0,0,3,4,5,0,14,1,1,0,4,1,0,0.17,21558
Josh VanMeter,PIT,24,65,70,11,7,1,1,2,6,4,5,0,19,0,0,0,1,1,0,0.169,15170
Dee Strange-Gordon,WSN,13,30,30,5,5,0,0,0,3,1,0,0,5,0,0,0,0,0,1,0.167,8203
Michael Perez,PIT,8,24,27,4,2,0,0,2,2,3,3,0,5,0,0,0,1,0,0,0.167,12977
Max Muncy,LAD,36,114,144,19,11,4,1,3,21,13,29,1,31,1,0,0,1,0,0,0.167,13301
Ryan O'Hearn,KCR,19,36,40,6,5,0,0,1,2,5,3,0,12,0,1,0,1,0,0,0.167,16442
Connor Wong,BOS,2,6,7,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.167,19896
Taylor Walls,TBR,32,90,104,15,10,3,1,1,9,3,13,0,31,1,0,0,3,5,1,0.167,22458
Yoshi Tsutsugo,PIT,30,96,115,16,13,2,0,1,7,11,15,0,27,0,4,0,2,0,0,0.167,27459
Bobby Dalbec,BOS,35,97,110,16,11,3,1,1,11,5,9,0,31,3,1,0,0,0,0,0.165,19966
T.J. Friedl,CIN,18,61,70,10,7,2,1,0,10,4,5,0,14,1,3,0,1,4,0,0.164,19522
Jake Marisnick,PIT,22,49,52,8,6,2,0,0,5,1,2,0,13,0,0,1,2,1,1,0.163,11339
Kyle Higashioka,NYY,23,62,71,10,7,3,0,0,6,5,4,0,16,1,2,2,1,0,0,0.161,5517
Jonathan Schoop,DET,37,137,145,22,15,4,0,3,10,8,6,0,28,2,0,0,3,0,0,0.161,11265
Sam Hilliard,COL,26,69,82,11,6,2,1,2,7,10,11,0,21,0,2,0,1,2,1,0.159,17954
Reese McGuire,CHW,21,63,71,10,8,2,0,0,5,5,2,0,12,1,2,3,2,0,0,0.159,15674
Austin Hedges,CLE,27,82,91,13,10,0,0,3,8,7,6,0,23,1,0,2,3,1,0,0.159,12976
Steven Souza Jr.,SEA,6,19,19,3,3,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0.158,5667
Eric Haase,DET,22,57,62,9,6,1,0,2,4,4,5,0,11,0,0,0,4,0,0,0.158,14111
David Fletcher,LAA,14,38,41,6,3,2,1,0,2,2,3,0,2,0,0,0,2,0,0,0.158,17992
Cristian Pache,OAK,38,116,123,18,14,1,1,2,11,8,6,0,31,0,0,1,3,0,2,0.155,19948
Trent Grisham,SDP,37,124,144,19,11,5,2,1,8,11,16,0,39,2,0,2,1,0,0,0.153,18564
Mike Zunino,TBR,25,80,86,12,6,3,0,3,5,10,5,0,32,0,1,0,2,0,0,0.15,13265
Payton Henry,MIA,14,27,32,4,4,0,0,0,2,4,3,0,7,2,0,0,0,0,0,0.148,22164
Robinson Chirinos,BAL,27,75,87,11,7,3,0,1,3,6,10,0,28,2,0,0,1,0,0,0.147,3142
Kevin Plawecki,BOS,15,41,45,6,5,1,0,0,1,2,2,0,10,0,1,1,0,0,0,0.146,13807
Manny Pina,ATL,5,14,17,2,2,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0.143,2829
Dom Nunez,COL,12,28,36,4,3,1,0,0,3,2,6,0,7,0,2,0,0,0,0,0.143,15055
Gosuke Katoh,TOR,8,7,11,1,0,1,0,0,2,0,3,0,1,0,0,1,0,0,0,0.143,15697
Clint Frazier,CHC,10,21,24,3,1,2,0,0,3,0,2,0,5,1,0,0,1,0,0,0.143,15983
Kelvin Gutierrez,BAL,12,28,33,4,3,1,0,0,2,3,4,0,8,0,0,0,1,1,0,0.143,17468
Simon Muzziotti,PHI,9,7,9,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0.143,19553
Rylan Bannon,BAL,4,14,15,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.143,19768
Bryson Stott,PHI,17,57,61,8,7,1,0,0,4,7,4,0,19,0,0,0,0,0,0,0.14,26294
Adalberto Mondesi,KCR,15,50,54,7,7,0,0,0,3,3,4,0,20,0,0,0,2,5,0,0.14,13769
Akil Baddoo,DET,17,50,55,7,5,1,0,1,5,2,5,0,15,0,0,0,1,1,1,0.14,22168
Jarred Kelenic,SEA,30,86,96,12,6,2,1,3,10,10,9,0,36,0,1,0,1,4,2,0.14,22558
Willie Calhoun,TEX,18,44,53,6,2,3,0,1,7,2,8,0,6,1,0,0,1,0,0,0.136,17838
Jose Rojas,LAA,7,23,23,3,1,2,0,0,1,1,0,0,8,0,0,0,0,0,0,0.13,19331
Paul DeJong,STL,24,77,86,10,6,3,0,1,6,7,7,0,25,1,1,0,1,3,0,0.13,18015
Andrew Knapp,PIT,11,31,35,4,3,1,0,0,2,2,3,0,9,1,0,0,0,0,0,0.129,14942
Chris Owings,BAL,19,40,48,5,4,1,0,0,5,0,8,0,18,0,0,0,3,1,0,0.125,10030
Jason Krizan,SFG,3,8,10,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.125,12394
Jose Herrera,ARI,18,40,46,5,4,1,0,0,3,2,5,0,13,0,0,1,0,0,0,0.125,17040
Chad Wallach,LAA,8,24,28,3,2,0,0,1,3,4,3,0,5,0,0,1,0,0,0,0.125,17161
Daz Cameron,DET,3,8,9,1,1,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0.125,18353
Drew Ellis,ARI,3,8,8,1,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0.125,19873
Lars Nootbaar,STL,7,16,19,2,2,0,0,0,3,1,3,0,9,0,0,0,0,1,0,0.125,21454
Gabriel Arias,CLE,2,8,8,1,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0.125,22563
Martin Maldonado,HOU,29,90,102,11,6,2,0,3,12,10,9,0,32,1,1,1,2,0,0,0.122,6887
Carlos Santana,KCR,25,82,101,10,6,3,0,1,7,6,19,1,14,0,0,0,0,0,0,0.122,2396
Joey Votto,CIN,22,74,90,9,8,1,0,0,4,3,12,0,29,4,0,0,1,0,0,0.122,4314
Alex Dickerson,ATL,13,33,36,4,3,0,0,1,3,2,3,0,9,0,0,0,3,0,0,0.121,12649
Roman Quinn,PHI,16,25,26,3,3,0,0,0,3,1,1,0,8,0,0,0,0,4,0,0.12,13546
Jake McCarthy,ARI,13,25,28,3,2,0,0,1,3,1,2,0,12,0,0,1,0,0,0,0.12,21622
Ildemaro Vargas,CHC,8,17,18,2,1,0,1,0,2,3,1,0,2,0,0,0,1,0,0,0.118,13324
Anthony Bemboom,BAL,21,51,58,6,3,2,0,1,4,1,6,0,17,0,0,1,1,0,0,0.118,13854
Bobby Bradley,CLE,8,17,17,2,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0.118,17278
Yonny Hernandez,ARI,10,17,20,2,2,0,0,0,2,0,2,0,3,0,0,1,0,2,0,0.118,19432
Niko Goodrum,HOU,15,43,45,5,3,2,0,0,2,1,2,0,23,0,0,0,0,1,0,0.116,12092
Jake Fraley,CIN,15,43,48,5,2,2,0,1,5,3,4,0,12,1,0,0,0,1,0,0.116,19260
Jake Hager,ARI,3,9,11,1,1,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0.111,12198
Mike Ford,- - -,8,18,24,2,2,0,0,0,0,4,5,0,6,1,0,0,0,0,0,0.111,15585
Guillermo Heredia,ATL,23,36,40,4,1,1,0,2,6,4,4,0,20,0,0,0,1,0,0,0.111,18721
Vidal Brujan,TBR,9,27,30,3,1,2,0,0,2,1,3,0,3,0,0,0,1,1,2,0.111,20536
Matt Beaty,SDP,17,37,40,4,2,1,1,0,6,1,2,0,6,1,0,0,3,0,0,0.108,17710
Carson Kelly,ARI,20,57,60,6,5,1,0,0,3,1,2,0,20,1,0,0,2,0,0,0.105,13620
Matt Davidson,ARI,5,10,13,1,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,0.1,7226
